radius,height,surface_area
42.778185973055,33.24307861057674,20433.244051915484
38.6355855284521,83.54228063938027,29659.23210619677
43.66948430947085,9.052411311580626,14466.016253480158
6.143194738056553,38.8209416100141,1735.563096241597
29.72786043784755,71.07803085953854,18829.094526276946
14.492465168147575,3.744366930353912,1660.6248529289144
1.4073432641432848,86.91546491516448,781.0031328376501
43.08941775921004,6.354508149262897,13386.388997641574
17.744428212305774,61.1617945539312,8797.375552270856
28.587985139863918,10.080613285580176,6945.793172931329
24.30405220674233,98.39864849830477,18737.54459590897
27.77050355381074,8.506085861941617,6329.801234691182
6.595466859281535,28.033250272376453,1435.0327535187653
19.35887405186873,43.3309050074306,7625.295913352342
11.662079993691943,45.67608785699109,4201.454803576582
4.254604847722545,3.056174203774338,195.43518654753615
33.81363046978646,55.0893400727832,18888.085630221576
25.211867815561387,28.406404831569272,8493.715471329446
7.106147856096053,75.33519583032259,3680.943653460138
7.811670668020681,1.2829258993583088,446.3825745070044
31.520248225062627,19.38011473290644,10080.692713732424
47.94109748993736,61.70791965650111,33028.78389179549
34.068892019668326,61.91510129276735,20546.445119771208
49.6716218464416,12.849447126007254,19512.57582770557
26.73298961414501,34.320654369868585,10255.078471473857
48.11594159607972,68.72660233766717,35323.99880666875
28.767495585550265,49.48712231955293,14144.64000552061
19.127198253385192,55.53974891741511,8973.453628055506
30.476699725408093,55.15725227161924,16398.109858306463
2.6726974781385167,20.80981851621028,394.3431479988976
40.05885542736599,78.0279439183452,29722.118150856917
35.24786557660674,46.69978066445492,18148.852702340944
34.34374074407022,89.16114073827045,26650.882139472946
33.354437461878675,38.06542599058743,14967.611578898566
42.24455011934641,48.60385192012818,24113.921934571397
7.948705520691345,14.716714205438096,1131.9833578894727
3.758454268630368,28.47411767401032,761.1742698862013
6.201907761749478,36.62387690563448,1668.8238591389725
22.422128773382777,99.19240897078916,17133.34674400134
44.70272051131373,92.06430767575536,38414.50423993053
4.593093941036039,16.306725682159442,603.1533360834309
21.619236322634627,40.22706883499905,8401.057867945963
7.080039596677841,19.15532676966644,1167.0855400313758
16.444758317013097,40.5021308563211,5884.06373794179
14.867306126508224,13.10304666044953,2612.8236375921238
27.500282074887977,1.9136751908136436,5082.419094444616
16.00405125004922,75.11260381291872,9162.364605407303
37.366231246449686,44.50707162554192,19222.12850315951
34.43216665138043,98.30449287553668,28716.737870588277
44.32881026384455,40.32598144499215,23578.571464283967
6.8152645962714296,92.0257778276598,4232.528654177151
41.98222897076198,42.82300347751329,22370.104361172605
9.591480960342537,47.99738615077207,3470.5960851308314
5.236163051074744,49.62349977223137,1804.8709885432525
7.621596163747899,98.8088296330986,5096.729697493185
6.765892040427431,6.267632992678937,554.072789490989
21.82164067716927,2.841931347995298,3381.6078601961563
13.89020836317618,57.36062790439353,6218.399143504148
11.548692460177914,3.357679519100366,1081.6447314884858
20.88056609324789,8.232624303097758,3819.547696392981
19.05020624425059,13.986541652468748,3954.365782459093
37.51167453960565,5.06128554630844,10034.140265491726
17.613766234584393,7.620272448986239,2792.665121750192
