radius,height,surface_area
16.636478009112338,58.03576603684211,7805.495210062701
49.60397520987951,73.25905809521139,38292.84054820336
45.57923544669703,46.18804233233584,26280.568350163812
9.640542949454167,63.14575403746519,4408.907499837843
37.035254389236144,33.25122414442065,16355.619009046797
4.4476919055238735,65.48127508579888,1954.2120050231138
28.722600696757144,9.37069349435055,6874.6748107191
28.56540457694976,98.05983930274343,22726.917875179468
30.52353657848196,84.76419611416883,22110.462028581347
17.239321516425793,20.370216527111236,4073.7843627164034
15.000793864990749,86.1815727383397,9536.71808554576
38.66661313679836,71.15233744289628,26680.45864401724
10.878048752631596,30.709118303307665,2842.4328012051474
35.802741258863996,14.053529751090771,11215.430299708421
30.87039768839662,63.06133927635967,18219.41574249197
40.73482275389763,70.93574939968354,28581.462033987613
28.80600168247745,8.039017738879249,6668.707052533657
34.50994528308351,71.40023543025042,22964.756672548247
7.901740758971049,27.099135631013525,1737.7270614256674
12.870891936401584,32.5798576234406,3675.6111663802303
23.401363113327257,97.42275788896869,17765.386820507116
28.029400018283443,41.69747862001632,12279.873533370206
5.813444675920666,3.1411921069917454,327.08557157642207
18.114942443759602,13.857079294618414,3639.0408136236006
46.08989622989705,91.97147643913478,39981.38050917287
8.244722123929442,95.6211355315571,5380.575167173075
8.979746906717574,93.65848856468862,5790.994357951826
10.692782243890353,36.488009346245796,3169.828852104246
46.121445326250736,84.19886244223113,37765.468246711855
11.291263836055409,86.55281000685167,6941.55790007009
41.031573730927676,28.916315018371126,18033.193935311287
43.38472922216039,12.064393825926196,15115.114506110443
48.1734969211488,20.456065676784164,20773.002448327166
31.38467090264904,67.8311343655578,19564.930477126676
47.04394628939286,97.93901887824919,42854.910401905036
4.972551220867781,68.05214283424435,2281.54416396342
20.50823122170941,99.20130867138627,15425.41422765945
27.813404832303313,98.70122464756047,22109.28883874229
26.5398057263209,15.866998569331473,7071.526184586577
46.70074785017827,45.88845962740812,27168.40047853212
3.3129946422117764,43.28461046489487,969.9831689839975
44.12180657224568,4.480411528145296,13473.77357151497
38.085793395094754,25.19549791185834,15143.219177929208
45.363695740144216,95.36769038260464,40112.45681181882
44.31823542034162,54.88197402754083,27623.259137606572
4.248879166409477,3.0751016331077663,195.52461789568193
4.099758639227938,51.880178334839265,1442.0176073347138
2.5822811334746176,11.051737305317902,221.21127942354076
9.45408616996148,76.59367561170531,5111.389811791664
10.983102864123346,32.210930755254196,2980.771474274013
4.498867190055548,67.28209700768458,2029.0480359966261
26.261333417862073,29.409063448920655,9185.884052493082
33.69608969402949,97.1378884450852,27700.009668294122
28.634111310810212,99.46034079304789,23045.911918182195
49.694829171134856,88.83274614447319,43254.102304732114
38.350547824206195,76.08028943786763,27573.666338777974
18.096323868046618,12.249924602606217,3450.44602345821
34.31322918153865,50.07070679181432,18192.870909589685
7.899860536209227,51.947960351842724,2970.6236528177033
14.965669330522692,18.493221063350767,3146.2088457522204
17.27757639067445,24.892724325857213,4577.9325347557615
37.45688782832755,10.589441997919836,11307.63488649836
6.7643014680966544,78.36787450666822,3618.2332244363024
17.004097519295932,86.82502727911907,11093.092863575042
30.60415420716971,70.81852093273882,19502.725644488648
23.03167183395927,52.78487948015736,10971.584642778138
5.938944436673287,35.8828658247483,1560.6012767084687
39.122857382561456,63.37060923783866,25194.55066449915
7.532647242304636,58.67007758965875,3133.309986800756
40.35750745570237,79.86934671370543,30486.367996223413
40.82822963458072,9.86861561958485,13005.329269545506
30.395731935294393,94.00758180579754,23758.79569227852
39.20436506191668,2.499588692038616,10272.863636734963
1.0737370274998077,31.66529770584289,220.8735283672283
41.22292508924408,78.66319418338212,31051.8568761143
35.00378309759721,79.97527161800653,25287.9477937918
13.079870876048941,93.2971757185474,8742.411681359936
29.293181801697703,53.57861897541638,15252.926985726124
